archive  size       crc          hash        
4        144        3278225460   1020540329  
4        107        1430959394   156337177   
4        178        2501438909   -646104812  
4        197        2008433626   -1896255933 
4        81         1524297992   1167319414  
4        157        2619676642   -1847905716 
4        157        474648543    -2060879991 
4        86         2835803381   1121522409  
4        294        1362163224   433733763   
4        274        946992483    -1737933526 
4        158        3207392922   1024579405  
4        243        842910098    1195391643  
4        242        3197482145   -757218707  
4        364        1332636888   1459084482  
4        339        3704657346   -1933276737 
4        328        3887875005   770332604   
4        231        3158498570   -322396003  
4        217        938550159    -1946223611 
4        232        1240425463   -866722007  
4        212        808846237    -1284319732 
4        180        1945028438   -599034560  
4        140        511386139    126191540   
4        238        3656874408   500399993   
4        214        2950666397   -1920261284 
4        120        3341122608   895610364   
4        202        1765524540   -1295628203 
4        183        300121361    -2081266105 
4        203        790355750    -143639676  
4        174        1505291965   -212282462  
4        198        2671079730   -134165071  
4        229        442319348    -600960924  
4        217        334486016    -1488811133 
4        121        4054274585   -729648659  
4        175        691721287    1273586922  
4        131        3117907671   1677010140  
4        135        4190497908   668344446   
4        220        459142231    553562586   
4        175        117493159    960893924   
4        237        1815759671   314004016   
4        195        3045724755   -906303293  
4        274        3376938813   -740073009  
4        232        749927490    853811490   
4        259        2730840497   738686956   
4        260        3418829816   -1779916685 
4        205        2532692686   1049225719  
4        241        3827763641   -1411861900 
4        493        2482038960   577328799   
4        369        153997288    629294071   
4        317        3035050749   157025236   
4        242        1508586251   -998372627  
4        215        1114927518   1705899895  
4        293        2830913248   746839425   
4        190        2050035039   42263813    
4        242        3042843653   487473425   
4        245        4149148773   802691866   
4        322        333542851    1500115608  
4        429        2925947211   -2037661974 
4        268        1855932169   421080983   
4        154        2675077155   109505034   
4        244        2404471859   1889297855  
4        229        3390902113   -1321783460 
4        68         3434826577   -1524064590 
4        278        2801119904   -231011244  
4        177        3292576122   1169408079  
4        268        89957479     -1546067216 
4        164        40015085     1171407805  
4        234        2396816942   693484051   
4        234        4003222203   -891697787  
4        177        1651356944   2109388363  
4        298        3323030947   -176187967  
4        147        2609139621   -959835216  
4        132        4139436505   -1689347967 
4        177        3012585024   -1285187639 
4        205        1540617198   1350980551  
4        308        291918837    -786888185  
4        101        3607064764   -1075678640 
4        150        2055334263   -1754872723 
4        100        2150183537   1953152209  
4        157        521571054    -1590219857 
4        114        2018287212   -1862310289 
4        215        450001489    -158754540  
4        207        3778510779   -2011978994 
4        207        3778510779   -2011978994 
4        117        650194737    1779624085  
4        116        2880863215   -1894940069 
4        244        2944769144   73615442    
4        151        35239305     -765855809  
4        148        2751735891   -2038955107 
4        143        2560249192   1610548863  
4        341        3953279386   1938511260  
4        230        1566744083   635333825   
4        89         907714266    -856931347  
4        95         753265887    -422703805  
4        89         3180125656   -278028123  
4        472        471388716    -213942977  
4        116        3149542901   -109402666  
4        157        1822916578   -1042856492 
4        124        2218880178   1457064486  
4        135        2166750312   280265276   
4        146        3240698701   1309752667  
4        215        1105519594   2139168845  
4        93         3987429426   670670751   
4        271        3030795859   1572282751  
4        271        3030795859   1572282751  
4        155        3460742570   938484501   
4        184        3384408488   629232652   
4        132        3512739613   -216399361  
4        110        4113258301   1239033450  
4        130        2257609834   -1891573312 
4        213        3444417644   2065277797  
4        141        3577928616   -971397150  
4        103        1195338606   -1632843793 
4        150        2296115108   -738157028  
4        135        2901587166   -1991300428 
4        102        3529562393   -704470336  
4        119        4160882187   19267133    
4        123        2860368885   1812370608  
4        338        3395354894   790318491   
4        119        523214897    2014246889  
4        122        3702637087   -1237561631 
4        167        3386818146   352481331   
4        144        415751161    1049787189  
4        137        451899629    1480193262  
4        202        1348667865   -292470237  
4        107        1255804030   461755240   
4        107        1255804030   461755240   
4        142        3597762910   -1702364767 
4        112        1936968957   336667927   
4        198        1948748245   320822610   
4        147        3762016405   978806351   
4        239        4066404441   1628960026  
4        112        3448991966   -2035815986 
4        164        3609646485   22303713    
4        413        1350486269   -465093072  
4        113        776594204    -567335604  
4        113        683491542    -1799923269 
4        117        3917726733   392972646   
4        160        2249833561   -1567509145 
4        328        2764414140   -2077954257 
4        210        3454229451   -1711655138 
4        145        1395912807   88499931    
4        206        2232695131   -1823047050 
4        307        2852682261   1587229480  
4        192        894787122    1070945254  
4        255        2482565852   1169651028  
4        259        3195894051   -281548133  
4        218        4131929338   865058023   
4        345        3098216524   -15473373   
4        368        2823398091   1643611454  
4        192        1158293718   -758670888  
4        201        3198940047   -2136117115 
4        197        3894931496   258511083   
4        203        3787634888   -1221359200 
4        323        1095130762   -1402666878 
4        201        3261797897   -1458802424 
4        266        1449891766   -949445148  
4        311        1124533152   1176226603  
4        251        3777109542   1556052451  
4        276        1807825698   2016968029  
4        309        65798381     1841460169  
4        189        3126952398   615266945   
4        197        2268925914   1502880215  
4        167        527024803    -534884270  
4        348        79387667     -1779201250 
4        108        476957140    -174382544  
4        169        1584949993   844120452   
4        117        1161455471   150073639   
4        122        1853491261   99811307    
4        135        1496683254   -988771034  
4        145        547308398    2044138206  
4        152        1158312181   -848439257  
4        135        1642314221   1482800643  
4        149        3039079189   -951320437  
4        96         2726312331   1889647902  
4        78         447416774    -1279857728 
4        97         3295697838   -617292825  
4        288        127308237    -2040465141 
4        219        4175897803   -1426765833 
4        116        1320027537   -1033343571 
4        210        1784523596   -1535194282 
4        250        1953591452   1227323445  
4        222        2996727689   -1034206155 
4        120        2570397984   -1723425568 
4        156        3377908250   1932505622  
4        82         2369219668   1080940086  
4        133        2561510170   995045327   
4        183        1233020521   -997790555  
4        125        3231164636   -1078436622 
4        122        1510624820   1151347924  
4        167        1755439615   -735647668  
4        125        1510159150   -801184354  
4        140        2411451829   1988572685  
4        207        3482865720   -1081898225 
4        159        7134947      -657245059  
4        75         1465008785   813986847   
4        126        619414967    -1936048835 
4        187        2685229118   1181252246  
4        118        500847514    869902194   
4        176        1985184136   -961071841  
4        126        3213437127   -194453741  
4        124        2286377056   -1470036749 
4        88         1145945679   1874617901  
4        143        88728398     -14022827   
4        111        3142134306   1024662801  
4        138        1837080276   -4225533    
4        147        1100513297   430609842   
4        150        3488559398   -1678161562 
4        86         737878884    1713407688  
4        152        2525711718   -24905431   
4        203        1073500556   -1152158500 
4        117        2544621020   1309433993  
4        117        3144372572   -1750496949 
4        144        3050714967   424120493   
4        88         1176060764   -1937645892 
4        200        3741747045   1552260110  
4        118        3705973223   -365094731  
4        259        2336964165   -222661153  
4        113        1340877019   348115485   
4        92         2048963090   554833959   
4        90         129700215    -1762392997 
4        172        271626680    1668837238  
4        209        3740748911   -1121629672 
4        219        137494384    -390924731  
4        133        2738138456   -515277359  
4        319        214431674    1812803075  
4        181        2528683254   -813109973  
4        244        1576017315   443714739   
4        222        2749080021   239391881   
4        208        3664364003   787780558   
4        224        1502196637   -1695954692 
4        201        722847950    1965051960  
4        211        220857671    -832730275  
4        142        306337059    10034077    
4        122        3831303482   -1428058947 
4        124        1817570312   -690084770  
4        112        3860660822   -29623431   
4        110        3324149111   -1426129960 
4        164        4242949533   290679996   
4        158        3130730322   -1830027926 
4        895        3971180121   -908663931  
4        194        3046779838   -1461396120 
4        82         123150591    1643776294  
4        524        3229832125   -499302257  
4        203        1967557981   1030175903  
4        157        871882345    1862154986  
4        190        430425644    746906439   
4        104        691844049    81988862    
4        102        3270619390   -953604782  
4        217        3145068410   1864288540  
4        88         3632041949   -1612368030 
4        133        3461049616   -137425064  
4        74         430196591    2013696130  
4        73         4148584903   143067478   
4        150        2032207884   -525870464  
4        92         53746307     1570725210  
4        91         3058861969   1058086576  
4        91         2454717964   342117693   
4        191        853709425    -2128644165 
4        207        1280960985   -1659132547 
4        195        4109895130   1808729665  
4        209        489404066    1022093647  
4        209        3709439260   873261589   
4        113        4235213148   1928190495  
4        139        3718921105   -1826341845 
4        146        1222174945   1153172073  
4        186        2795218624   1013750101  
4        185        2191050069   1182224755  
4        239        128511899    1140290676  
4        239        2491162638   737339630   
4        237        2275245797   -1413457758 
4        257        901729372    -1779040634 
4        248        2349287057   1175157084  
4        226        3111900153   -1837188977 
4        246        3073723261   773708957   
4        249        309428791    -1083293918 
4        248        3138941158   -1742838281 
4        222        203254242    679664990   
4        178        3741084118   -1871431589 
4        206        1214372958   -2031266638 
4        209        1604080765   -509681495  
4        209        4292546633   -1152059518 
4        236        2826234526   -1890398206 
4        137        3346235761   -1083313155 
4        246        3370196541   1957501395  
4        137        642818132    -595586132  
4        137        3964958802   -641086428  
4        139        4041680529   556144309   
4        159        3825312083   1120035267  
4        249        734061778    1599744466  
4        228        1015154322   759225909   
4        226        3382621158   -2142900244 
4        229        2003227919   792081225   
4        132        1848729605   1491851458  
4        90         879551129    591238587   
4        90         1444690273   -879579161  
4        90         2217622824   20644238    
4        88         2733992690   -1352190807 
4        141        142567555    259995207   
4        148        3818157707   -522350516  
4        162        176620697    91602591    
4        161        2422955644   1978076482  
4        82         1741537589   -2048246906 
4        149        1930904790   -983554761  
4        150        3550345203   1488442698  
4        150        3484252475   2089798349  
4        141        3439297574   2141475170  
4        143        3292181573   -225884091  
4        148        180483381    1626433379  
4        148        187182909    -429517323  
4        148        3297831172   -1910683898 
4        149        2963131283   -1045853625 
4        149        2737874621   -380470077  
4        113        1027045348   -681007749  
4        120        2051983444   -1104940800 
4        119        3564364449   954254291   
4        113        2546554734   1455044105  
4        118        2837428856   -1839822207 
4        121        824997737    -948306733  
4        124        4064012048   2123225599  
4        121        3344408689   1468181716  
4        119        2811088548   2122756852  
4        121        1671869025   -2061448360 
4        216        4158028827   -2096217056 
4        219        939804040    1422546323  
4        196        816887242    -1989922230 
4        186        825904089    455791812   
4        201        2907628071   -254332554  
4        135        3822288019   324655809   
4        108        4207885840   -1339414857 
4        139        804191791    -213648804  
4        143        4195516294   -2097741525 
4        192        3868220898   115800392   
4        111        3654171158   -1136692277 
4        111        4210020268   1891053845  
4        134        4030102050   -1058837686 
4        136        1267812682   -166608738  
4        109        3557842037   1069736830  
4        224        1964440150   2005530238  
4        225        1040152492   159165277   
4        230        449510880    1146048947  
4        217        3573385794   1131077486  
4        192        1720569024   -500971659  
4        121        2759438149   -202337191  
4        134        2146330952   -999633019  
4        202        1496058368   503039180   
4        202        4135288590   683878210   
4        205        549332803    1187800522  
4        113        3021916687   -1275748814 
4        110        1130160628   645078079   
4        114        2145286220   -1142056978 
4        110        2332688463   -943333294  
4        110        169246954    -1582869405 
4        90         1564119505   1906054779  
4        90         3787590094   -1911689080 
4        90         1796012615   1973605278  
4        90         2202866946   1587033109  
4        93         569726317    -859553936  
4        227        294709870    -1625975802 
4        258        2744985998   2113502283  
4        93         874666969    1671325657  
4        133        1513129118   -714475204  
4        136        3118588149   -1654850987 
4        138        3675569236   827703314   
4        137        3029421462   207013574   
4        121        303608431    -19743077   
4        93         338835749    1667659336  
4        130        800105667    78600209    
4        101        2347580517   2080839223  
4        127        3279306574   -588426041  
4        218        1399945984   -1825344831 
4        126        185029983    -1113995471 
4        124        3612392916   -1262712902 
4        182        3729619074   -1461127943 
4        180        4031016114   1582559857  
4        190        2866280602   -1484403844 
4        173        3551217832   -637181517  
4        175        3443866743   30368297    
4        132        3192812994   -906830362  
4        186        2314099184   600930181   
4        122        3989822022   -1044409456 
4        109        2132490453   1952028217  
4        156        2564360605   -1203804963 
4        124        407732212    -383853257  
4        220        834418539    -2132843176 
4        129        488641683    1009651580  
4        221        2430609866   1106239591  
4        107        1777557384   -1743873208 
4        210        651311033    277686770   
4        296        4045448137   -328007463  
4        276        1552076201   1061009501  
4        309        4274648938   840299321   
4        317        1682005258   2030959493  
4        228        3677403316   -1074975362 
4        258        2931237062   -1933045894 
4        353        1440397866   -1339936220 
4        418        1777709555   -1509974310 
4        340        1232214133   1494873610  
4        364        3596053288   -1128037764 
4        363        3427424538   -1073852183 
4        184        1044860036   1037462234  
4        149        3687623221   2121413947  
4        440        618349286    -91787805   
4        347        321232055    81364094    
4        99         812193878    569979902   
4        300        4068470833   -423567407  
4        231        1503822254   -224680744  
4        262        1134216028   102305619   
4        397        3525878801   -1356275157 
4        123        3544669349   -48041485   
4        112        1443725156   1526051146  
4        308        739998467    1076369073  
4        149        3687623221   2121413947  
4        370        2586146597   661269524   
4        321        2571176033   1188377209  
4        440        2402794403   -646071781  
4        285        1132605880   -1285944626 
4        402        1560447083   -418208202  
4        145        3070418667   -1114754526 
4        369        3640368131   317918674   
4        484        3947819027   -1567069225 
4        323        326362171    -744206424  
4        150        3242808589   1065185019  
4        269        1705479538   -1273539784 
4        176        785482046    990710141   
4        323        192825105    657865349   
4        171        3595159169   308861745   
4        213        2921051121   -1464836951 
4        185        985264287    795178590   
4        278        1998676241   -1270648748 
4        90         4239341679   1881983584  
4        214        3243675435   -1978453785 
4        405        1983137498   -874353701  
4        117        3162830872   -934076991  
4        111        2465447663   -505174333  
4        107        301631905    940967054   
4        131        879112948    -160264993  
4        99         3408968589   290970331   
4        128        625622845    1462779161  
4        217        2549774869   -552429050  
4        251        1172523790   -987076788  
4        176        1817288141   -1095112580 
4        116        4211111172   -1184625307 
4        315        3841095879   -461948206  
4        311        3626392718   1627325496  
4        319        2465282476   -1002943704 
4        380        407888536    -441359357  
4        172        1996706902   419759796   
4        206        2899578624   370330922   
4        283        4112489965   1841225912  
4        249        4251727323   -187011790  
4        155        1838457751   -1693608933 
4        244        2945354727   1852427750  
4        220        2016765154   360450161   
4        324        3232083618   1050392713  
4        365        2627129891   -1035756856 
4        89         2718320018   -1619139892 
4        147        3263711514   628909299   
4        198        3789539659   -4570520    
4        206        679701955    -384861927  
4        151        912023030    1609397446  
4        166        228891486    -1629732942 
4        168        4080471190   1846017999  
4        166        1182225490   687465589   
4        171        3926070581   -882310013  
4        93         1989994316   1915356928  
4        93         4174262047   -943799830  
4        96         1135544374   1938774119  
4        96         259300204    -1761935465 
4        96         1793542400   1145978563  
4        236        296826181    319889259   
4        236        4237662625   871924403   
4        237        2911305096   103548522   
4        230        3615857755   -181724166  
4        232        3464466749   1612101705  
4        263        319348036    1285445119  
4        264        2144266005   219405940   
4        260        2774669204   1837002656  
4        290        3175615664   1670373397  
4        303        1595946244   1067637763  
4        201        2903349570   1379209332  
4        207        2558673493   57613539    
4        160        1035874349   -115381858  
4        150        2751654515   -831388859  
4        250        2842644320   -495646147  
4        281        3075352334   -896317319  
4        151        4018638646   -1360636512 
4        154        1241149858   -337488579  
4        142        3180666833   333238070   
4        215        2302887444   812068499   
4        152        2505432287   -145849908  
4        224        1872823384   -1476874417 
4        152        3081838446   1823492393  
4        228        288304227    -1461103333 
4        220        1050358309   -187850939  
4        277        315587350    -273822517  
4        223        1496946020   -14939051   
4        222        3159123470   -1394621292 
4        189        3313942898   -993894077  
4        168        1849605931   891611546   
4        262        3234252657   -1850023530 
4        224        455498480    -197319009  
4        216        4051568330   -1104677415 
4        245        132000705    1540185944  
4        138        3701147275   -1442851733 
4        188        3916751042   615003453   
4        435        4187485737   -662152707  
4        283        2702759894   -1613853255 
4        341        1976464371   2033355325  
4        403        2560774721   1469763592  
4        205        2586154102   1698174225  
4        146        3600652103   2124724324  
4        656        1328385492   646183963   
4        154        1047836260   1321570206  
4        202        568991504    -1262136159 
4        254        2901454532   -1515096384 
4        255        2992029448   -1699804933 
4        176        3349088774   465497195   
4        195        885540789    -284760775  
4        131        2341838602   679696449   
4        153        678458165    1231587863  
4        227        2221334496   707539422   
4        104        3210288873   -1802758286 
4        136        969105480    540600919   
4        133        3688190506   1251746313  
4        93         1027893320   706041866   
4        117        1154955816   1492303253  
4        171        1924343274   -500400211  
4        157        3436468261   -1178301062 
4        231        4207220028   -886273462  
4        132        1827329018   -630604115  
4        119        3916281966   -355936666  
4        364        3926075362   665008986   
4        364        733756552    -1148850066 
4        243        3640230741   -1117533931 
4        263        855962826    -1635768723 
4        246        619751290    -2075365306 
4        363        1620591349   -235940148  
4        175        3103448727   754987728   
4        162        2157424385   119970606   
4        136        449133409    -2015255795 
4        82         3348079936   -1200318502 
4        224        2286140287   -842106249  
4        219        2781255617   -1286853346 
4        372        1682677414   -794684936  
4        137        814890548    335409140   
4        207        74196403     1201387430  
4        302        1124363874   1038480877  
4        159        729969092    1025590751  
4        104        691844049    81988862    
4        111        2988894459   1553341640  
4        111        2620376494   -857117296  
4        107        3726742299   -363793103  
4        107        595662979    -2018686292 
4        109        149976397    -1062079391 
4        171        3066703561   -2049373668 
4        221        2998699977   -355757241  
4        246        2873596255   451498107   
4        243        4127312822   -1911644480 
4        303        2223964909   -2030541652 
4        210        3570827145   -360398652  
4        184        1098854788   -3106700    
4        162        2690860166   2024979604  
4        135        4277228848   -1163576217 
4        135        3777104096   -678547455  
4        135        4190459973   -1851227904 
4        135        178669841    -763344162  
4        135        1897930046   200904343   
4        136        2041589213   -2058406992 
4        141        2277757874   -634505594  
4        136        600411495    -940254190  
4        146        3216730727   1741616075  
4        146        2855427539   1748032469  
4        185        4229475716   -518533158  
4        155        2871319176   1744864115  
4        157        423028787    -181812303  
4        171        1361009266   1347154222  
4        182        1907848      168497716   
4        161        2104031255   1323583804  
4        177        1895681690   1479267462  
4        125        1790218639   1683133331  
4        125        1311896341   -1640109730 
4        125        3063215774   -1383377356 
4        158        3804384216   1271674837  
4        157        50422007     1882081912  
4        105        2436804286   -1020656127 
4        408        1484771895   734142276   
4        155        1192273670   -198738773  
4        276        1552076201   1061009501  
4        222        1835188424   485548958   
4        714        3427018292   1791460319  
4        398        2595766756   1470120443  
4        120        2096648179   -1692461332 
4        125        2300852230   -1529353767 
4        404        1223208543   -2021656205 
4        186        512218826    -1687294764 
4        719        2433809499   -686623848  
4        724        450916004    -2101721780 
4        828        3573044592   1810373286  
4        462        1150178886   579282098   
4        260        2572836270   1593776589  
4        456        3085082457   -1359872248 
4        159        1647521969   1590761581  
4        118        694001970    60338441    
4        118        694001970    60338441    
4        153        454017675    -1437696150 
4        141        3301503647   -1490234011 
4        178        4250887017   -308615475  
4        194        1323505135   189348552   
4        121        3418526022   162660023   
4        117        34202319     78837216    
4        117        4271913762   -1437142604 
4        131        1055916484   1456727916  
4        144        3632320485   1141140474  
4        142        79290768     -1843554008 
4        141        215853734    127321357   
4        140        1208005776   147753698   
4        150        2014905050   -911144035  
4        149        285221214    759690854   
4        146        2218305290   1630495209  
4        154        3373205610   1963443970  
4        164        2159993720   -1475524044 
4        216        480464441    1507479670  
4        182        3612705688   -1469732165 
4        189        2480375014   -1479677389 
4        198        1195471499   -1578414642 
4        336        2251608527   1876258522  
4        498        2948396521   -241997068  
4        338        1790650295   -1559164088 
4        345        4199668615   903880259   
4        179        2463207898   -649659385  
4        234        1255691275   -2047283123 
4        150        339104413    -94219304   
4        208        2545970247   605941570   
4        595        137274832    -814245312  
4        186        4187222712   -912423239  
4        448        328871225    -824555838  
4        180        1719242144   945280606   
4        181        2621326430   2144183661  
4        180        4410768      2092004986  
4        261        3518994260   -1985770772 
4        105        2374357852   1632161218  
4        209        2131986580   310635994   
4        86         2825520924   1406410941  
4        200        2177007295   -1124064199 
4        220        3460423728   -1188190456 
4        191        3155539772   -923022423  
4        191        4003562455   -282001843  
4        191        4003562455   -282001843  
4        118        3933454869   644691563   
4        132        3752893197   1646697006  
4        135        2369426319   1477945176  
4        149        2711998929   -1661923492 
4        126        1489865747   908372144   
4        138        3678997542   -1148849818 
4        184        2713813054   -1159861938 
4        141        1818719394   871453678   
4        203        2090997184   859966016   
4        237        3235438881   2087482193  
4        168        3147663907   -48701508   
4        166        2340144173   1493065523  
4        122        1359052121   -1086791696 
4        149        3028600441   845049450   
4        82         2809113346   1853521117  
4        165        3979802831   -1750488041 
4        349        1601727580   -1247308527 
4        169        4043747894   178054147   
4        166        3391247184   -1229981675 
4        171        1517670282   1720540832  
4        219        540697010    -537391136  
4        267        4067104174   1182369145  
4        235        43345295     -714349004  
4        141        3577928616   -971397150  
4        158        2613454568   359716384   
4        172        1437935130   -1278303742 
4        184        3315372649   1005866590  
4        169        3216504805   -187936861  
4        169        1410363516   1575741206  
4        188        1456345096   -1634735481 
4        295        2321052262   -1559252279 
4        113        1873642396   1917573328  
4        242        3518493007   1864596360  
4        252        3691485544   1824163443  
4        151        3838770842   -58263626   
4        221        211063971    -985395820  
4        213        2742354637   -309900208  
4        165        2927898330   -1210011300 
4        142        673993565    309972127   
4        409        3002015170   847579048   
4        134        228431638    1095114140  
4        179        2458380430   1210565964  
4        235        2528738229   -1711961569 
4        240        1590495811   943631010   
4        141        2536240755   -417477205  
4        185        2004674331   -1826017338 
4        396        258486613    -1935067145 
4        180        1265746282   628108777   
4        172        2284206916   320205401   
4        320        934921415    -713696684  
4        236        3693504162   1254252903  
4        321        3325765158   -932773997  
4        316        2735258800   -280593342  
4        419        4078300076   1469198828  
4        446        2340953141   896476195   
4        273        2317554065   -1214038443 
4        385        471317881    439244090   
4        228        661777633    -1565436444 
4        313        3830884556   -1876468830 
4        837        21544088     -1527879801 
4        847        4225644240   -235058087  
4        245        851218497    381900839   
4        274        2371786101   -1123558590 
4        189        1041688480   102473787   
4        326        2517907864   354540309   
4        262        532010253    1536624564  
4        102        4201485759   -498453454  
4        210        242289368    -848868108  
4        257        3801908736   -1081187778 
4        208        4182367005   -664055564  
4        148        2265289826   -1030497818 
4        847        4225644240   -235058087  
4        160        2241949961   -1503972084 
4        338        3167894136   786245112   
4        311        2124877670   -482708259  
4        133        1525205382   850624138   
4        287        1688230225   -622917625  
4        301        1299215185   1585913354  
4        185        4029976257   1154886080  
4        260        2209771267   -1101320479 
4        176        1037492439   2135055277  
4        244        2383592044   -296725863  
4        328        2536331655   -1629539574 
4        122        631255929    991357873   
4        144        553700196    -596015166  
4        122        1222450573   -911582349  
4        120        4061624671   1650961324  
4        122        578281295    -549958278  
4        120        4067649652   -773429338  
4        187        488724541    -547282721  
4        273        3850721960   -2032798294 
4        196        3709039968   849417694   
4        232        1282933450   -1554216106 
4        288        397426957    -2111275152 
4        502        3130524741   1703814363  
4        200        2909236676   -305240434  
4        250        1952347798   242677549   
4        119        712803114    691452620   
4        376        2586873997   -1608376538 
4        224        897907280    -1563823160 
4        196        1915357678   -393921324  
4        129        167093793    1614100454  
4        90         2796830452   -1886801132 
4        166        1300637921   -1044217318 
4        171        2966308639   261558367   
4        87         2915968651   -2072232928 
4        156        1382934804   390549041   
4        443        704324715    -988111805  
4        205        3520295028   -532499718  
4        130        3216898160   -221312264  
4        124        1958177824   236349032   
4        248        417103953    1636284097  
4        166        1467473676   -92192021   
4        174        3941830730   -1591569796 
4        208        4140329328   33113341    
4        95         2833843019   292027242   
4        139        3607494643   -297250487  
4        137        2569196480   1253951041  
4        145        2756399307   862780757   
4        141        2910749961   357883642   
4        150        1300235994   -635219769  
4        154        2790126547   -1025894460 
4        394        172623761    41552558    
4        193        2386857669   -1627612990 
4        290        1280408465   -1432670963 
4        232        1446297839   506530165   
4        211        2289830901   902630846   
4        244        1236228918   113682849   
4        100        733181717    817146272   
4        299        485133043    1624065835  
4        176        1148947402   1256721941  
4        134        2063958995   -802967526  
4        104        451577322    474594426   
4        112        3113552099   773064482   
4        107        1561464478   2360990     
4        134        3392208509   1537611473  
4        165        571692946    -1715761181 
4        153        585088982    -181850070  
4        119        2299080499   1168226115  
4        117        4287424686   1072858596  
4        184        3501940470   -365999937  
4        149        2363726669   1036332967  
4        111        945163700    1977671005  
4        141        2469689594   1695164432  
4        164        1687068982   -1879481980 
4        146        1690644732   1545127545  
4        90         1421392581   -1764999392 
4        93         1184692418   -529656269  
4        295        4245280197   -829375166  
4        190        1544671765   441668353   
4        180        709286949    665463570   
4        185        3670270988   2059863221  
4        227        2457292350   -872200861  
4        208        4220370834   1259366032  
4        128        2034808816   139376775   
4        273        3850324285   881162148   
4        217        1563256549   -1921665073 
4        149        1881802828   -243954474  
4        140        4049664534   -913276608  
4        112        1300592972   -1362882992 
4        232        2180313400   795907988   
4        212        1030362589   431813772   
4        129        2484673971   210314733   
4        279        4240288812   -1379760915 
4        118        1806962957   655835925   
4        147        3236150927   -1203970533 
4        128        3449255563   1081961840  
4        92         3502943145   -1774860184 
4        200        2294538508   -194483763  
4        292        243659198    554263831   
4        152        1406123836   -407885249  
4        153        2287707470   -887914864  
4        305        958431652    -2062279453 
4        215        1595866740   -65024438   
4        153        1417032637   390689386   
4        304        654286444    806378096   
4        352        78922420     1350735793  
4        387        581461140    1645630209  
4        133        2186262701   1012723206  
4        112        3179216705   1793869615  
4        83         1890576932   327474514   
4        156        2312775867   -188769066  
4        123        2344528127   34756156    
4        135        2647108487   1983702545  
4        135        1608841429   640613402   
4        191        3416485166   -1510551159 
4        125        3214091118   528392930   
4        133        1501751371   -1576753241 
4        189        1327343389   -1164581664 
4        196        810417102    1977400935  
4        141        2703229369   1054751380  
4        160        522271651    917360717   
4        111        403971539    1568743035  
4        144        2687456917   136136855   
4        234        2363864711   -526563322  
4        243        1444779863   -1004578875 
4        189        893587869    -16573225   
4        179        4019897388   1498608980  
4        179        2740336565   -397230953  
4        179        2601503234   317994749   
4        178        3346567089   1696169370  
4        177        803105784    1371192318  
4        179        3694829951   -1298727365 
4        179        3717324348   -717674369  
4        179        2950193774   -463061583  
4        179        533034471    -1900645969 
4        178        3817158043   -50199240   
4        166        869595920    -247128681  
4        99         523188274    -579645192  
4        144        2190820975   -878789836  
4        119        621821469    -2087038462 
4        116        3277444220   496372179   
4        110        2758161224   1592538361  
4        240        2765473301   -275554048  
4        167        3145568721   -1264073548 
4        168        2397469343   -1699956884 
4        141        205393181    -146740038  
4        259        88396861     1822070098  
4        277        3567013656   1538952247  
4        307        1365056011   252153690   
4        254        4108735300   -1402952446 
4        320        2251429462   -30899918   
4        321        316140564    -1654453424 
4        189        108637590    -487302814  
4        157        1959524508   2082824785  
4        397        1979135823   -66155794   
4        235        945377551    -51497895   
4        152        4106056799   1687921390  
4        153        2095827493   1786595805  
4        153        1831167456   546164574   
4        161        2563937667   -1214871032 
4        192        3473911464   1799035928  
4        155        2973947916   -523564055  
4        441        1415606943   1839461304  
4        329        2495977048   1959506461  
4        340        1447177431   -177916579  
4        364        1779138258   -32659842   
4        494        3519238358   -705144574  
4        368        1679524312   182464583   
4        324        2675681285   -1052006989 
4        170        3275744649   -1948658710 
4        148        752871223    -1742293361 
4        152        3128958392   1100779394  
4        145        4158351124   -1987476    
4        131        708272020    2054866521  
4        127        2909864130   -1379618762 
4        131        1062517021   -1316455082 
4        34         1518053266   -2062849362 
4        170        1986704748   156916531   
4        165        3158173367   -1614237178 
4        169        3200210435   498950126   
4        762        3129953387   162846740   
4        761        2799679022   1659046461  
4        340        2575967748   -1416987619 
4        328        280131268    2110362395  
4        299        2670526846   -50953917   
4        274        269996265    -1717915847 
4        412        2688771317   -1726535640 
4        295        4245280197   -829375166  
4        412        1450554563   19233645    
4        304        2040149525   1912883970  
4        411        1703243461   -177135169  
4        444        4207976452   1545018818  
4        454        3847971537   -1189784899 
4        144        1319601224   -982625869  
4        234        4252468772   77860762    
4        133        2389199485   575211487   
4        286        3699959069   20785502    
4        133        2183388437   -1168421086 
4        221        113817344    -1936429345 
4        97         1733202902   2087890312  
4        142        472286168    -1524165832 
4        197        3916089474   -103150796  
4        201        3963332543   -916969148  
4        197        1878794888   876857055   
4        272        782391494    1618457866  
4        256        1944936246   -1652485544 
4        245        4244275208   -17411627   
4        183        3989716492   1191768616  
4        207        1900696937   -309198839  
4        261        1505509079   921697670   
4        181        2142453812   763789030   
4        441        2432799516   -1827694045 
4        151        1665374223   1026065688  
4        232        1847094788   12269926    
4        259        3781846820   1511300630  
4        173        3432080631   891655359   
4        195        1444534811   -948621163  
4        387        3734054267   -2113420740 
4        87         3130071818   864786294   
4        89         2255942415   1585669157  
4        138        1322510261   1690409545  
4        99         724322639    1194384097  
4        171        3963650102   -117617062  
4        169        659106174    -1621229070 
